,system:time_start,total_precipitation
1691,"Aug 18, 2004",0.01
1692,"Aug 19, 2004",0.02
1693,"Aug 20, 2004",0.009000000000000001
1694,"Aug 21, 2004",0.005
1695,"Aug 22, 2004",0.005
1696,"Aug 23, 2004",0.011000000000000001
1697,"Aug 24, 2004",0.01
1698,"Aug 25, 2004",0.024
1699,"Aug 26, 2004",0.026000000000000002
1700,"Aug 27, 2004",0.055
1701,"Aug 28, 2004",0.018000000000000002
1702,"Aug 29, 2004",0.028999999999999998
1703,"Aug 30, 2004",0.044000000000000004
1704,"Aug 31, 2004",0.05
1705,"Sep 1, 2004",0.018000000000000002
1706,"Sep 2, 2004",0.023
1707,"Sep 3, 2004",0.006999999999999999
1708,"Sep 4, 2004",0.012
1709,"Sep 5, 2004",0.017
1710,"Sep 6, 2004",0.015
1711,"Sep 7, 2004",0.023
1712,"Sep 8, 2004",0.042
1713,"Sep 9, 2004",0.038
1714,"Sep 10, 2004",0.009000000000000001
1715,"Sep 11, 2004",0.009000000000000001
1716,"Sep 12, 2004",0.047
1717,"Sep 13, 2004",0.016
1718,"Sep 14, 2004",0.011000000000000001
1719,"Sep 15, 2004",0.008
1720,"Sep 16, 2004",0.01
1721,"Sep 17, 2004",0.006999999999999999
1722,"Sep 18, 2004",0.011000000000000001
1723,"Sep 19, 2004",0.004
1724,"Sep 20, 2004",0.003
1725,"Sep 21, 2004",0.008
1726,"Sep 22, 2004",0.022000000000000002
1727,"Sep 23, 2004",0.027999999999999997
1728,"Sep 24, 2004",0.012
1729,"Sep 25, 2004",0.006
1730,"Sep 26, 2004",0.004
1731,"Sep 27, 2004",0.004
1732,"Sep 28, 2004",0.006
1733,"Sep 29, 2004",0.006
1734,"Sep 30, 2004",0.006
1735,"Oct 1, 2004",0.002
1736,"Oct 2, 2004",0.001
1737,"Oct 3, 2004",0.004
1738,"Oct 4, 2004",0.015
1739,"Oct 5, 2004",0.068
1740,"Oct 6, 2004",0.059000000000000004
1741,"Oct 7, 2004",0.156
1742,"Oct 8, 2004",0.075
1743,"Oct 9, 2004",0.002
1744,"Oct 10, 2004",0.002
1745,"Oct 11, 2004",0.002
1746,"Oct 12, 2004",0.001
1747,"Oct 13, 2004",0.001
1748,"Oct 14, 2004",0.006999999999999999
1749,"Oct 15, 2004",0.008
1750,"Oct 16, 2004",0.002
1751,"Oct 17, 2004",0.001
1752,"Oct 18, 2004",0.0
1753,"Oct 19, 2004",0.0
1754,"Oct 20, 2004",0.0
1755,"Oct 21, 2004",0.0
1756,"Oct 22, 2004",0.0
1757,"Oct 23, 2004",0.0
1758,"Oct 24, 2004",0.0
1759,"Oct 25, 2004",0.0
1760,"Oct 26, 2004",0.001
1761,"Oct 27, 2004",0.0
1762,"Oct 28, 2004",0.0
1763,"Oct 29, 2004",0.001
1764,"Oct 30, 2004",0.0
1765,"Oct 31, 2004",0.001
1766,"Nov 1, 2004",0.0
1767,"Nov 2, 2004",0.0
1768,"Nov 3, 2004",0.0
1769,"Nov 4, 2004",0.0
1770,"Nov 5, 2004",0.0
1771,"Nov 6, 2004",0.0
1772,"Nov 7, 2004",0.0
1773,"Nov 8, 2004",0.002
1774,"Nov 9, 2004",0.001
1775,"Nov 10, 2004",0.0
1776,"Nov 11, 2004",0.0
1777,"Nov 12, 2004",0.0
1778,"Nov 13, 2004",0.0
1779,"Nov 14, 2004",0.0
1780,"Nov 15, 2004",0.004
1781,"Nov 16, 2004",0.001
1782,"Nov 17, 2004",0.0
1783,"Nov 18, 2004",0.0
1784,"Nov 19, 2004",0.002
1785,"Nov 20, 2004",0.001
1786,"Nov 21, 2004",0.0
1787,"Nov 22, 2004",0.0
1788,"Nov 23, 2004",0.0
1789,"Nov 24, 2004",0.002
1790,"Nov 25, 2004",0.001
1791,"Nov 26, 2004",0.0
1792,"Nov 27, 2004",0.0
1793,"Nov 28, 2004",0.0
1794,"Nov 29, 2004",0.0
1795,"Nov 30, 2004",0.0
1796,"Dec 1, 2004",0.0
1797,"Dec 2, 2004",0.0
1798,"Dec 3, 2004",0.0
1799,"Dec 4, 2004",0.0
1800,"Dec 5, 2004",0.0
1801,"Dec 6, 2004",0.0
1802,"Dec 7, 2004",0.0
1803,"Dec 8, 2004",0.0
1804,"Dec 9, 2004",0.0
1805,"Dec 10, 2004",0.0
1806,"Dec 11, 2004",0.0
1807,"Dec 12, 2004",0.0
1808,"Dec 13, 2004",0.0
1809,"Dec 14, 2004",0.001
1810,"Dec 15, 2004",0.0
1811,"Dec 16, 2004",0.0
1812,"Dec 17, 2004",0.0
1813,"Dec 18, 2004",0.0
1814,"Dec 19, 2004",0.0
1815,"Dec 20, 2004",0.0
1816,"Dec 21, 2004",0.005
1817,"Dec 22, 2004",0.0
1818,"Dec 23, 2004",0.0
1819,"Dec 24, 2004",0.0
1820,"Dec 25, 2004",0.0
1821,"Dec 26, 2004",0.0
1822,"Dec 27, 2004",0.0
1823,"Dec 28, 2004",0.0
1824,"Dec 29, 2004",0.0
1825,"Dec 30, 2004",0.0
1826,"Dec 31, 2004",0.0
1827,"Jan 1, 2005",0.0
1828,"Jan 2, 2005",0.0
1829,"Jan 3, 2005",0.0
1830,"Jan 4, 2005",0.0
1831,"Jan 5, 2005",0.0
1832,"Jan 6, 2005",0.0
1833,"Jan 7, 2005",0.0
1834,"Jan 8, 2005",0.0
1835,"Jan 9, 2005",0.002
1836,"Jan 10, 2005",0.0
1837,"Jan 11, 2005",0.001
1838,"Jan 12, 2005",0.0
1839,"Jan 13, 2005",0.0
1840,"Jan 14, 2005",0.0
1841,"Jan 15, 2005",0.0
1842,"Jan 16, 2005",0.0
1843,"Jan 17, 2005",0.0
1844,"Jan 18, 2005",0.002
1845,"Jan 19, 2005",0.002
1846,"Jan 20, 2005",0.0
1847,"Jan 21, 2005",0.0
1848,"Jan 22, 2005",0.0
1849,"Jan 23, 2005",0.006
1850,"Jan 24, 2005",0.0
1851,"Jan 25, 2005",0.0
1852,"Jan 26, 2005",0.0
1853,"Jan 27, 2005",0.0
1854,"Jan 28, 2005",0.0
1855,"Jan 29, 2005",0.0
1856,"Jan 30, 2005",0.0
1857,"Jan 31, 2005",0.0
1858,"Feb 1, 2005",0.003
1859,"Feb 2, 2005",0.0
1860,"Feb 3, 2005",0.0
1861,"Feb 4, 2005",0.0
1862,"Feb 5, 2005",0.0
1863,"Feb 6, 2005",0.0
1864,"Feb 7, 2005",0.001
1865,"Feb 8, 2005",0.0
1866,"Feb 9, 2005",0.0
1867,"Feb 10, 2005",0.0
1868,"Feb 11, 2005",0.001
1869,"Feb 12, 2005",0.001
1870,"Feb 13, 2005",0.001
1871,"Feb 14, 2005",0.0
1872,"Feb 15, 2005",0.0
1873,"Feb 16, 2005",0.005
1874,"Feb 17, 2005",0.003
1875,"Feb 18, 2005",0.004
1876,"Feb 19, 2005",0.001
1877,"Feb 20, 2005",0.002
1878,"Feb 21, 2005",0.0
1879,"Feb 22, 2005",0.002
1880,"Feb 23, 2005",0.001
1881,"Feb 24, 2005",0.0
1882,"Feb 25, 2005",0.0
1883,"Feb 26, 2005",0.0
1884,"Feb 27, 2005",0.0
1885,"Feb 28, 2005",0.0
1886,"Mar 1, 2005",0.0
1887,"Mar 2, 2005",0.001
1888,"Mar 3, 2005",0.002
1889,"Mar 4, 2005",0.001
1890,"Mar 5, 2005",0.003
1891,"Mar 6, 2005",0.004
1892,"Mar 7, 2005",0.004
1893,"Mar 8, 2005",0.003
1894,"Mar 9, 2005",0.0
1895,"Mar 10, 2005",0.001
1896,"Mar 11, 2005",0.006
1897,"Mar 12, 2005",0.001
1898,"Mar 13, 2005",0.004
1899,"Mar 14, 2005",0.002
1900,"Mar 15, 2005",0.006999999999999999
1901,"Mar 16, 2005",0.002
1902,"Mar 17, 2005",0.002
1903,"Mar 18, 2005",0.011000000000000001
1904,"Mar 19, 2005",0.011000000000000001
1905,"Mar 20, 2005",0.03
1906,"Mar 21, 2005",0.022000000000000002
1907,"Mar 22, 2005",0.02
1908,"Mar 23, 2005",0.026000000000000002
1909,"Mar 24, 2005",0.021
1910,"Mar 25, 2005",0.004
1911,"Mar 26, 2005",0.01
1912,"Mar 27, 2005",0.006
1913,"Mar 28, 2005",0.039
1914,"Mar 29, 2005",0.019
1915,"Mar 30, 2005",0.018000000000000002
1916,"Mar 31, 2005",0.006999999999999999
1917,"Apr 1, 2005",0.001
1918,"Apr 2, 2005",0.001
1919,"Apr 3, 2005",0.004
1920,"Apr 4, 2005",0.002
1921,"Apr 5, 2005",0.0
1922,"Apr 6, 2005",0.013000000000000001
1923,"Apr 7, 2005",0.008
1924,"Apr 8, 2005",0.004
1925,"Apr 9, 2005",0.006999999999999999
1926,"Apr 10, 2005",0.017
1927,"Apr 11, 2005",0.008
1928,"Apr 12, 2005",0.0
1929,"Apr 13, 2005",0.0
1930,"Apr 14, 2005",0.0
1931,"Apr 15, 2005",0.003
1932,"Apr 16, 2005",0.006
1933,"Apr 17, 2005",0.008
1934,"Apr 18, 2005",0.008
1935,"Apr 19, 2005",0.001
1936,"Apr 20, 2005",0.003
1937,"Apr 21, 2005",0.008
1938,"Apr 22, 2005",0.004
1939,"Apr 23, 2005",0.006999999999999999
1940,"Apr 24, 2005",0.006
1941,"Apr 25, 2005",0.006
1942,"Apr 26, 2005",0.015
1943,"Apr 27, 2005",0.024
1944,"Apr 28, 2005",0.017
1945,"Apr 29, 2005",0.011000000000000001
1946,"Apr 30, 2005",0.009000000000000001
1947,"May 1, 2005",0.009000000000000001
1948,"May 2, 2005",0.003
1949,"May 3, 2005",0.017
1950,"May 4, 2005",0.012
1951,"May 5, 2005",0.006
1952,"May 6, 2005",0.013000000000000001
1953,"May 7, 2005",0.009000000000000001
1954,"May 8, 2005",0.004
1955,"May 9, 2005",0.005
1956,"May 10, 2005",0.008
1957,"May 11, 2005",0.006
1958,"May 12, 2005",0.006
1959,"May 13, 2005",0.011000000000000001
1960,"May 14, 2005",0.022000000000000002
1961,"May 15, 2005",0.013000000000000001
1962,"May 16, 2005",0.018000000000000002
1963,"May 17, 2005",0.024
1964,"May 18, 2005",0.033
1965,"May 19, 2005",0.034
1966,"May 20, 2005",0.024
1967,"May 21, 2005",0.021
1968,"May 22, 2005",0.019
1969,"May 23, 2005",0.032
1970,"May 24, 2005",0.018000000000000002
1971,"May 25, 2005",0.011000000000000001
1972,"May 26, 2005",0.011000000000000001
1973,"May 27, 2005",0.023
1974,"May 28, 2005",0.01
1975,"May 29, 2005",0.004
1976,"May 30, 2005",0.005
1977,"May 31, 2005",0.019
1978,"Jun 1, 2005",0.012
1979,"Jun 2, 2005",0.01
1980,"Jun 3, 2005",0.005
1981,"Jun 4, 2005",0.006
1982,"Jun 5, 2005",0.006999999999999999
1983,"Jun 6, 2005",0.002
1984,"Jun 7, 2005",0.003
1985,"Jun 8, 2005",0.03
1986,"Jun 9, 2005",0.006999999999999999
1987,"Jun 10, 2005",0.004
1988,"Jun 11, 2005",0.004
1989,"Jun 12, 2005",0.005
1990,"Jun 13, 2005",0.008
1991,"Jun 14, 2005",0.008
1992,"Jun 15, 2005",0.006999999999999999
1993,"Jun 16, 2005",0.006999999999999999
1994,"Jun 17, 2005",0.012
1995,"Jun 18, 2005",0.025
1996,"Jun 19, 2005",0.012
1997,"Jun 20, 2005",0.013999999999999999
1998,"Jun 21, 2005",0.013999999999999999
1999,"Jun 22, 2005",0.022000000000000002
2000,"Jun 23, 2005",0.032
2001,"Jun 24, 2005",0.039
2002,"Jun 25, 2005",0.025
2003,"Jun 26, 2005",0.017
2004,"Jun 27, 2005",0.012
2005,"Jun 28, 2005",0.024
2006,"Jun 29, 2005",0.015
2007,"Jun 30, 2005",0.013000000000000001
2008,"Jul 1, 2005",0.013000000000000001
2009,"Jul 2, 2005",0.011000000000000001
2010,"Jul 3, 2005",0.012
2011,"Jul 4, 2005",0.013999999999999999
2012,"Jul 5, 2005",0.008
2013,"Jul 6, 2005",0.01
2014,"Jul 7, 2005",0.003
2015,"Jul 8, 2005",0.006999999999999999
2016,"Jul 9, 2005",0.038
2017,"Jul 10, 2005",0.049
2018,"Jul 11, 2005",0.04
2019,"Jul 12, 2005",0.028999999999999998
2020,"Jul 13, 2005",0.042
2021,"Jul 14, 2005",0.131
2022,"Jul 15, 2005",0.047
2023,"Jul 16, 2005",0.01
2024,"Jul 17, 2005",0.034
2025,"Jul 18, 2005",0.038
2026,"Jul 19, 2005",0.038
2027,"Jul 20, 2005",0.021
2028,"Jul 21, 2005",0.012
2029,"Jul 22, 2005",0.006
2030,"Jul 23, 2005",0.005
2031,"Jul 24, 2005",0.005
2032,"Jul 25, 2005",0.006
2033,"Jul 26, 2005",0.009000000000000001
2034,"Jul 27, 2005",0.011000000000000001
2035,"Jul 28, 2005",0.008
2036,"Jul 29, 2005",0.006
2037,"Jul 30, 2005",0.008
2038,"Jul 31, 2005",0.003
2039,"Aug 1, 2005",0.006999999999999999
2040,"Aug 2, 2005",0.019
2041,"Aug 3, 2005",0.01
2042,"Aug 4, 2005",0.02
2043,"Aug 5, 2005",0.063
2044,"Aug 6, 2005",0.071
2045,"Aug 7, 2005",0.059000000000000004
2046,"Aug 8, 2005",0.018000000000000002
2047,"Aug 9, 2005",0.008
2048,"Aug 10, 2005",0.032
2049,"Aug 11, 2005",0.016
2050,"Aug 12, 2005",0.008
2051,"Aug 13, 2005",0.011000000000000001
2052,"Aug 14, 2005",0.018000000000000002
2053,"Aug 15, 2005",0.013000000000000001
2054,"Aug 16, 2005",0.016
2055,"Aug 17, 2005",0.013000000000000001
2056,"Aug 18, 2005",0.013000000000000001
2057,"Aug 19, 2005",0.065
2058,"Aug 20, 2005",0.051
2059,"Aug 21, 2005",0.064
2060,"Aug 22, 2005",0.05
2061,"Aug 23, 2005",0.059000000000000004
2062,"Aug 24, 2005",0.08900000000000001
2063,"Aug 25, 2005",0.036000000000000004
2064,"Aug 26, 2005",0.033
2065,"Aug 27, 2005",0.013999999999999999
2066,"Aug 28, 2005",0.009000000000000001
2067,"Aug 29, 2005",0.006999999999999999
2068,"Aug 30, 2005",0.004
2069,"Aug 31, 2005",0.006
2070,"Sep 1, 2005",0.013000000000000001
2071,"Sep 2, 2005",0.006
2072,"Sep 3, 2005",0.003
2073,"Sep 4, 2005",0.004
2074,"Sep 5, 2005",0.012
2075,"Sep 6, 2005",0.008
2076,"Sep 7, 2005",0.005
2077,"Sep 8, 2005",0.009000000000000001
2078,"Sep 9, 2005",0.01
2079,"Sep 10, 2005",0.009000000000000001
2080,"Sep 11, 2005",0.009000000000000001
2081,"Sep 12, 2005",0.005
2082,"Sep 13, 2005",0.006999999999999999
2083,"Sep 14, 2005",0.0
2084,"Sep 15, 2005",0.002
2085,"Sep 16, 2005",0.006999999999999999
2086,"Sep 17, 2005",0.002
2087,"Sep 18, 2005",0.004
2088,"Sep 19, 2005",0.012
2089,"Sep 20, 2005",0.07
2090,"Sep 21, 2005",0.02
2091,"Sep 22, 2005",0.01
2092,"Sep 23, 2005",0.022000000000000002
2093,"Sep 24, 2005",0.008
2094,"Sep 25, 2005",0.006999999999999999
2095,"Sep 26, 2005",0.006
2096,"Sep 27, 2005",0.006
2097,"Sep 28, 2005",0.006
2098,"Sep 29, 2005",0.019
2099,"Sep 30, 2005",0.011000000000000001
2100,"Oct 1, 2005",0.062
2101,"Oct 2, 2005",0.013000000000000001
2102,"Oct 3, 2005",0.002
2103,"Oct 4, 2005",0.013999999999999999
2104,"Oct 5, 2005",0.008
2105,"Oct 6, 2005",0.001
2106,"Oct 7, 2005",0.001
2107,"Oct 8, 2005",0.002
2108,"Oct 9, 2005",0.003
2109,"Oct 10, 2005",0.003
2110,"Oct 11, 2005",0.002
2111,"Oct 12, 2005",0.002
2112,"Oct 13, 2005",0.006999999999999999
2113,"Oct 14, 2005",0.009000000000000001
2114,"Oct 15, 2005",0.006
2115,"Oct 16, 2005",0.006999999999999999
2116,"Oct 17, 2005",0.01
2117,"Oct 18, 2005",0.008
2118,"Oct 19, 2005",0.003
2119,"Oct 20, 2005",0.013000000000000001
2120,"Oct 21, 2005",0.011000000000000001
2121,"Oct 22, 2005",0.035
2122,"Oct 23, 2005",0.05
2123,"Oct 24, 2005",0.0
2124,"Oct 25, 2005",0.001
2125,"Oct 26, 2005",0.001
2126,"Oct 27, 2005",0.0
2127,"Oct 28, 2005",0.0
2128,"Oct 29, 2005",0.001
2129,"Oct 30, 2005",0.002
2130,"Oct 31, 2005",0.001
2131,"Nov 1, 2005",0.0
2132,"Nov 2, 2005",0.001
2133,"Nov 3, 2005",0.001
2134,"Nov 4, 2005",0.0
2135,"Nov 5, 2005",0.001
2136,"Nov 6, 2005",0.0
2137,"Nov 7, 2005",0.0
2138,"Nov 8, 2005",0.0
2139,"Nov 9, 2005",0.001
2140,"Nov 10, 2005",0.001
2141,"Nov 11, 2005",0.0
2142,"Nov 12, 2005",0.0
2143,"Nov 13, 2005",0.0
2144,"Nov 14, 2005",0.0
2145,"Nov 15, 2005",0.0
2146,"Nov 16, 2005",0.0
2147,"Nov 17, 2005",0.002
2148,"Nov 18, 2005",0.0
2149,"Nov 19, 2005",0.0
2150,"Nov 20, 2005",0.0
2151,"Nov 21, 2005",0.0
2152,"Nov 22, 2005",0.001
2153,"Nov 23, 2005",0.001
2154,"Nov 24, 2005",0.0
2155,"Nov 25, 2005",0.0
2156,"Nov 26, 2005",0.0
2157,"Nov 27, 2005",0.0
2158,"Nov 28, 2005",0.0
2159,"Nov 29, 2005",0.0
2160,"Nov 30, 2005",0.0
2161,"Dec 1, 2005",0.0
2162,"Dec 2, 2005",0.0
2163,"Dec 3, 2005",0.0
2164,"Dec 4, 2005",0.0
2165,"Dec 5, 2005",0.0
2166,"Dec 6, 2005",0.0
2167,"Dec 7, 2005",0.0
2168,"Dec 8, 2005",0.0
2169,"Dec 9, 2005",0.0
2170,"Dec 10, 2005",0.0
2171,"Dec 11, 2005",0.0
2172,"Dec 12, 2005",0.0
2173,"Dec 13, 2005",0.0
2174,"Dec 14, 2005",0.0
2175,"Dec 15, 2005",0.0
2176,"Dec 16, 2005",0.0
2177,"Dec 17, 2005",0.0
2178,"Dec 18, 2005",0.0
2179,"Dec 19, 2005",0.0
2180,"Dec 20, 2005",0.0
2181,"Dec 21, 2005",0.0
2182,"Dec 22, 2005",0.004
2183,"Dec 23, 2005",0.001
2184,"Dec 24, 2005",0.0
2185,"Dec 25, 2005",0.002
2186,"Dec 26, 2005",0.001
2187,"Dec 27, 2005",0.0
2188,"Dec 28, 2005",0.0
2189,"Dec 29, 2005",0.0
2190,"Dec 30, 2005",0.0
2191,"Dec 31, 2005",0.0
2192,"Jan 1, 2006",0.0
2193,"Jan 2, 2006",0.0
2194,"Jan 3, 2006",0.0
2195,"Jan 4, 2006",0.0
2196,"Jan 5, 2006",0.0
2197,"Jan 6, 2006",0.0
2198,"Jan 7, 2006",0.0
2199,"Jan 8, 2006",0.0
2200,"Jan 9, 2006",0.0
2201,"Jan 10, 2006",0.0
2202,"Jan 11, 2006",0.0
2203,"Jan 12, 2006",0.0
2204,"Jan 13, 2006",0.0
2205,"Jan 14, 2006",0.0
2206,"Jan 15, 2006",0.0
2207,"Jan 16, 2006",0.001
2208,"Jan 17, 2006",0.001
2209,"Jan 18, 2006",0.001
2210,"Jan 19, 2006",0.001
2211,"Jan 20, 2006",0.0
2212,"Jan 21, 2006",0.0
2213,"Jan 22, 2006",0.0
2214,"Jan 23, 2006",0.0
2215,"Jan 24, 2006",0.0
2216,"Jan 25, 2006",0.001
2217,"Jan 26, 2006",0.0
2218,"Jan 27, 2006",0.0
2219,"Jan 28, 2006",0.0
2220,"Jan 29, 2006",0.0
2221,"Jan 30, 2006",0.0
2222,"Jan 31, 2006",0.0
2223,"Feb 1, 2006",0.0
2224,"Feb 2, 2006",0.0
2225,"Feb 3, 2006",0.0
2226,"Feb 4, 2006",0.001
2227,"Feb 5, 2006",0.0
2228,"Feb 6, 2006",0.0
2229,"Feb 7, 2006",0.0
2230,"Feb 8, 2006",0.0
2231,"Feb 9, 2006",0.0
2232,"Feb 10, 2006",0.001
2233,"Feb 11, 2006",0.002
2234,"Feb 12, 2006",0.0
2235,"Feb 13, 2006",0.001
2236,"Feb 14, 2006",0.006
2237,"Feb 15, 2006",0.006
2238,"Feb 16, 2006",0.02
2239,"Feb 17, 2006",0.003
2240,"Feb 18, 2006",0.002
2241,"Feb 19, 2006",0.004
2242,"Feb 20, 2006",0.006999999999999999
2243,"Feb 21, 2006",0.006999999999999999
2244,"Feb 22, 2006",0.003
2245,"Feb 23, 2006",0.001
2246,"Feb 24, 2006",0.0
2247,"Feb 25, 2006",0.0
2248,"Feb 26, 2006",0.0
2249,"Feb 27, 2006",0.0
2250,"Feb 28, 2006",0.0
2251,"Mar 1, 2006",0.001
2252,"Mar 2, 2006",0.0
2253,"Mar 3, 2006",0.0
2254,"Mar 4, 2006",0.0
2255,"Mar 5, 2006",0.002
2256,"Mar 6, 2006",0.001
2257,"Mar 7, 2006",0.0
2258,"Mar 8, 2006",0.0
2259,"Mar 9, 2006",0.0
2260,"Mar 10, 2006",0.001
2261,"Mar 11, 2006",0.002
2262,"Mar 12, 2006",0.009000000000000001
2263,"Mar 13, 2006",0.002
2264,"Mar 14, 2006",0.0
2265,"Mar 15, 2006",0.001
2266,"Mar 16, 2006",0.012
2267,"Mar 17, 2006",0.0
2268,"Mar 18, 2006",0.0
2269,"Mar 19, 2006",0.0
2270,"Mar 20, 2006",0.0
2271,"Mar 21, 2006",0.0
2272,"Mar 22, 2006",0.001
2273,"Mar 23, 2006",0.0
2274,"Mar 24, 2006",0.0
2275,"Mar 25, 2006",0.0
2276,"Mar 26, 2006",0.002
2277,"Mar 27, 2006",0.001
2278,"Mar 28, 2006",0.0
2279,"Mar 29, 2006",0.0
2280,"Mar 30, 2006",0.001
2281,"Mar 31, 2006",0.0
2282,"Apr 1, 2006",0.005
2283,"Apr 2, 2006",0.013999999999999999
2284,"Apr 3, 2006",0.043
2285,"Apr 4, 2006",0.068
2286,"Apr 5, 2006",0.034
2287,"Apr 6, 2006",0.016
2288,"Apr 7, 2006",0.013000000000000001
2289,"Apr 8, 2006",0.02
2290,"Apr 9, 2006",0.035
2291,"Apr 10, 2006",0.027999999999999997
2292,"Apr 11, 2006",0.017
2293,"Apr 12, 2006",0.009000000000000001
2294,"Apr 13, 2006",0.011000000000000001
2295,"Apr 14, 2006",0.005
2296,"Apr 15, 2006",0.006
2297,"Apr 16, 2006",0.003
2298,"Apr 17, 2006",0.006999999999999999
2299,"Apr 18, 2006",0.008
2300,"Apr 19, 2006",0.009000000000000001
2301,"Apr 20, 2006",0.001
2302,"Apr 21, 2006",0.002
2303,"Apr 22, 2006",0.01
2304,"Apr 23, 2006",0.005
2305,"Apr 24, 2006",0.008
2306,"Apr 25, 2006",0.006999999999999999
2307,"Apr 26, 2006",0.009000000000000001
2308,"Apr 27, 2006",0.011000000000000001
2309,"Apr 28, 2006",0.001
2310,"Apr 29, 2006",0.0
2311,"Apr 30, 2006",0.001
2312,"May 1, 2006",0.003
2313,"May 2, 2006",0.013000000000000001
2314,"May 3, 2006",0.006999999999999999
2315,"May 4, 2006",0.012
2316,"May 5, 2006",0.011000000000000001
2317,"May 6, 2006",0.037000000000000005
2318,"May 7, 2006",0.013000000000000001
2319,"May 8, 2006",0.003
2320,"May 9, 2006",0.005
2321,"May 10, 2006",0.013000000000000001
2322,"May 11, 2006",0.018000000000000002
2323,"May 12, 2006",0.019
2324,"May 13, 2006",0.015
2325,"May 14, 2006",0.013000000000000001
2326,"May 15, 2006",0.0
2327,"May 16, 2006",0.001
2328,"May 17, 2006",0.001
2329,"May 18, 2006",0.001
2330,"May 19, 2006",0.004
2331,"May 20, 2006",0.005
2332,"May 21, 2006",0.01
2333,"May 22, 2006",0.005
2334,"May 23, 2006",0.005
2335,"May 24, 2006",0.092
2336,"May 25, 2006",0.018000000000000002
2337,"May 26, 2006",0.027999999999999997
2338,"May 27, 2006",0.198
2339,"May 28, 2006",0.077
2340,"May 29, 2006",0.051
2341,"May 30, 2006",0.049
2342,"May 31, 2006",0.051
2343,"Jun 1, 2006",0.03
2344,"Jun 2, 2006",0.005
2345,"Jun 3, 2006",0.005
2346,"Jun 4, 2006",0.006
2347,"Jun 5, 2006",0.022000000000000002
2348,"Jun 6, 2006",0.026000000000000002
2349,"Jun 7, 2006",0.022000000000000002
2350,"Jun 8, 2006",0.024
2351,"Jun 9, 2006",0.028999999999999998
2352,"Jun 10, 2006",0.07
2353,"Jun 11, 2006",0.046
2354,"Jun 12, 2006",0.034
2355,"Jun 13, 2006",0.036000000000000004
2356,"Jun 14, 2006",0.027000000000000003
2357,"Jun 15, 2006",0.013999999999999999
2358,"Jun 16, 2006",0.011000000000000001
2359,"Jun 17, 2006",0.006999999999999999
2360,"Jun 18, 2006",0.002
2361,"Jun 19, 2006",0.003
2362,"Jun 20, 2006",0.009000000000000001
2363,"Jun 21, 2006",0.013000000000000001
2364,"Jun 22, 2006",0.006999999999999999
2365,"Jun 23, 2006",0.006999999999999999
2366,"Jun 24, 2006",0.011000000000000001
2367,"Jun 25, 2006",0.01
2368,"Jun 26, 2006",0.013000000000000001
2369,"Jun 27, 2006",0.02
2370,"Jun 28, 2006",0.006999999999999999
2371,"Jun 29, 2006",0.011000000000000001
2372,"Jun 30, 2006",0.008
2373,"Jul 1, 2006",0.02
2374,"Jul 2, 2006",0.01
2375,"Jul 3, 2006",0.027999999999999997
2376,"Jul 4, 2006",0.028999999999999998
2377,"Jul 5, 2006",0.023
2378,"Jul 6, 2006",0.044000000000000004
2379,"Jul 7, 2006",0.036000000000000004
2380,"Jul 8, 2006",0.087
2381,"Jul 9, 2006",0.052000000000000005
2382,"Jul 10, 2006",0.024
2383,"Jul 11, 2006",0.032
2384,"Jul 12, 2006",0.042
2385,"Jul 13, 2006",0.019
2386,"Jul 14, 2006",0.01
2387,"Jul 15, 2006",0.019
2388,"Jul 16, 2006",0.008
2389,"Jul 17, 2006",0.008
2390,"Jul 18, 2006",0.026000000000000002
2391,"Jul 19, 2006",0.036000000000000004
2392,"Jul 20, 2006",0.019
2393,"Jul 21, 2006",0.012
2394,"Jul 22, 2006",0.008
2395,"Jul 23, 2006",0.008
2396,"Jul 24, 2006",0.01
2397,"Jul 25, 2006",0.006999999999999999
2398,"Jul 26, 2006",0.012
2399,"Jul 27, 2006",0.01
2400,"Jul 28, 2006",0.009000000000000001
2401,"Jul 29, 2006",0.018000000000000002
2402,"Jul 30, 2006",0.008
2403,"Jul 31, 2006",0.013999999999999999
2404,"Aug 1, 2006",0.013999999999999999
2405,"Aug 2, 2006",0.018000000000000002
2406,"Aug 3, 2006",0.012
2407,"Aug 4, 2006",0.011000000000000001
2408,"Aug 5, 2006",0.011000000000000001
2409,"Aug 6, 2006",0.009000000000000001
2410,"Aug 7, 2006",0.012
2411,"Aug 8, 2006",0.008
2412,"Aug 9, 2006",0.025
2413,"Aug 10, 2006",0.006
2414,"Aug 11, 2006",0.006
2415,"Aug 12, 2006",0.01
2416,"Aug 13, 2006",0.006999999999999999
2417,"Aug 14, 2006",0.015
2418,"Aug 15, 2006",0.009000000000000001
2419,"Aug 16, 2006",0.002
2420,"Aug 17, 2006",0.009000000000000001
2421,"Aug 18, 2006",0.006999999999999999
2422,"Aug 19, 2006",0.008
2423,"Aug 20, 2006",0.009000000000000001
2424,"Aug 21, 2006",0.013999999999999999
2425,"Aug 22, 2006",0.009000000000000001
2426,"Aug 23, 2006",0.021
2427,"Aug 24, 2006",0.033
2428,"Aug 25, 2006",0.015
2429,"Aug 26, 2006",0.005
2430,"Aug 27, 2006",0.009000000000000001
2431,"Aug 28, 2006",0.022000000000000002
2432,"Aug 29, 2006",0.026000000000000002
